site_id,nom_site,commune,pays,type_site,x_l93,y_l93,longitude,latitude,phase_id,periode,sous_periode,datation_debut,datation_fin,sources_count,source_references,occupation_necropole_raw,chronologie_comment,source_file,armement_summary,or_summary,remarques
SITE-071d674528eb1c42,Mackenheim (nécropole),Mackenheim,FR,nécropole,1039041.0,6796880.0,7.564415798463593,48.18406094334818,SITE-3009ee90950f8f21-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67,-,anneaux de jambes,,,,
SITE-465b614a6e6165cb,Kurzaeckerle et Muehlmatten,Marmoutier,FR,tumulus,1022429.0,6852726.0,7.382928920620979,48.694125687477374,SITE-e48bfb184b8ac828-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;fouilles A. Bolly,Ha D1-LT B2,1 tertre,,,,
SITE-64af3717172a2ebb,Buerckelmatt - étape 1a,Nordhouse,FR,nécropole,1045673.0,6825817.0,7.676540413395468,48.4404775292305,SITE-1775d156f5dc99cf-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;publication Nordhouse,"Ha B2/B3, Ha C-D3","4 crémations fondatrices des Tum 2a, 2b, 3 et 5",,,,
SITE-34c0bcc681947bd9,Buerckelmatt - étape 1b,Nordhouse,FR,tumulus,1045673.0,6825817.0,7.676540413395468,48.4404775292305,SITE-1c19b083a71fb0d5-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;publication Nordhouse,"Ha B2/B3, Ha C-D3",,,,,
SITE-bdfd9d185be75bd1,Buerckelmatt - étape 2,Nordhouse,FR,tumulus,1045673.0,6825817.0,7.676540413395468,48.4404775292305,SITE-205a6231c96c3210-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;publication Nordhouse,"Ha B2/B3, Ha C-D3",boucles d'oreille en or et poignard,,,,
SITE-bdfd9d185be75bd1,Buerckelmatt - étape 2,Nordhouse,FR,tumulus,1045673.0,6825817.0,7.676540413395468,48.4404775292305,SITE-e3cc92f37bbf101f-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;publication Nordhouse,"Ha B2/B3, Ha C-D3",boucles d'oreille en or et poignard,,,,
SITE-7be9c01096b8958a,Buerckelmatt - étape 3,Nordhouse,FR,tumulus,1045673.0,6825817.0,7.676540413395468,48.4404775292305,SITE-096b0ad4e0d22c58-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;publication Nordhouse,"Ha B2/B3, Ha C-D3",boucles d'oreille en or,,,,
SITE-7be9c01096b8958a,Buerckelmatt - étape 3,Nordhouse,FR,tumulus,1045673.0,6825817.0,7.676540413395468,48.4404775292305,SITE-8a6e1c1592d030be-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;publication Nordhouse,"Ha B2/B3, Ha C-D3",boucles d'oreille en or,,,,
SITE-27a5aa2a07b2bc97,Taspelmatt,Obenheim,FR,nécropole,1045931.0,6817318.0,7.673225721427634,48.364012093307686,SITE-82b7ad5b6d2c56a5-PH1,Hallstatt,Ha C,-660.0,-620.0,3,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67; Lasserre et Mombert 1993 : 293-309,,tombe à char et deux tombes à épée Ha C2,,,,
SITE-45ab5841a4e9d259,étape 2,Oberbetschdorf,FR,tumulus,1062033.0,687455.0,,,SITE-2081990b86aa459c-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Ha D à LT A,,,,,
SITE-45ab5841a4e9d259,étape 2,Oberbetschdorf,FR,tumulus,1062033.0,687455.0,,,SITE-c78027f9b4d20a9b-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Ha D à LT A,,,,,
SITE-846eef9dd8a1297c,Rebberg/Stimmelsberg,Oberschaeffolsheim/Dingsheim,FR,nécropole,1043362.0,6844420.0,7.660184093692754,48.60876122319083,SITE-79a4e97a3fee33a7-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67,-,1 inhumation,,,,
SITE-4207f4584701b535,étape 2,Ohlungen,FR,tumulus,1044764.0,6868168.0,7.69832306484467,48.821236633850226,SITE-15121d12e3035da7-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Ha D,,,,,
SITE-bde33d8d6d59fbf7,"Kammeracker (site COS 4,2bis)",Pfulgriesheim,FR,nécropole,1042403.0,6847692.0,7.649810451807201,48.638650033193144,SITE-f7ddebd99d4e0d58-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Goepfert et al. 2020,,"Ensemble funéraire de 21 tombes à inhumations disposées de manière concentrique (probablement un tumulus dont il ne reste aucune trace). Certaines tombes, plutôt fémines, étaient richement dotées (fibules, perles, bracelets). Aucun dépôt de mobilier céramique. Datation Ha D1-D2.",,,,
SITE-1e8c99719b59f71d,"Rittergass, Boerschweg",Rosheim,FR,nécropole,1029123.0,6830481.0,7.456683032127618,48.49097121091107,SITE-219c37426de989d2-PH1,Hallstatt,Ha C,-800.0,-620.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Michler et al. 2014 , p. 237-238",,1 inhumation (isolée). Date radiocarbone : 757-413 av JC à 2 sigmas,,,,
SITE-c5e6f1c89c24543c,"""La Chênaie""",Schaeffersheim,FR,nécropole,1042100.0,6824716.0,7.627441303570505,48.432482354485344,SITE-08374cf265e37ef4-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Boës et al. 2006,Ha C-LT A,"2 crémations Ha C1, 3 inhumations Hallstatt D1-D2, 2 inhumations LTA et 23 inhumations ind.",,,,
SITE-c5e6f1c89c24543c,"""La Chênaie""",Schaeffersheim,FR,nécropole,1042100.0,6824716.0,7.627441303570505,48.432482354485344,SITE-693cbf4ceb4d4b5a-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Boës et al. 2006,Ha C-LT A,"2 crémations Ha C1, 3 inhumations Hallstatt D1-D2, 2 inhumations LTA et 23 inhumations ind.",,,,
SITE-c5e6f1c89c24543c,"""La Chênaie""",Schaeffersheim,FR,nécropole,1042100.0,6824716.0,7.627441303570505,48.432482354485344,SITE-4806ada61aa014b6-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Boës et al. 2006,Ha C-LT A,"2 crémations Ha C1, 3 inhumations Hallstatt D1-D2, 2 inhumations LTA et 23 inhumations ind.",,,,
SITE-56f3c29a9f0982fc,Fischerhuebel-Kurzgelaend - étape 1,Schirrhein (Haguenau),FR,tumulus,1062685.0,6869203.0,7.942804261599282,48.82069428817089,SITE-3c2aa0bc851f7636-PH1,Hallstatt,Ha B2-B3,-850.0,-800.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT A/B,"Ha B2/B3, Ha C1 et Ha C ; 5 sépultures, pratique indéterminée",,,,
SITE-56f3c29a9f0982fc,Fischerhuebel-Kurzgelaend - étape 2,Schirrhein (Haguenau),FR,tumulus,1062685.0,6869203.0,7.942804261599282,48.82069428817089,SITE-900fb4fcdc757624-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT A/B,"Intègre les tombes datées du Ha C ou D1 et celles du Ha D1 ou D2 ; 30 sépultures dont 1 crémation, 11 inhumations et 18 indéterminées",,,,
SITE-56f3c29a9f0982fc,Fischerhuebel-Kurzgelaend - étape 3,Schirrhein (Haguenau),FR,tumulus,1062685.0,6869203.0,7.942804261599282,48.82069428817089,SITE-31ebf2ece984eb41-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT A/B,Intègre les tombes datées du Ha D1 ou D2 et jusqu'au Ha D3 ; 32 sépultures dont 10 inhumations et 22 indéterminées,,,,
SITE-56f3c29a9f0982fc,Fischerhuebel-Kurzgelaend - étape 3,Schirrhein (Haguenau),FR,tumulus,1062685.0,6869203.0,7.942804261599282,48.82069428817089,SITE-6101315b508a7f6c-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT A/B,Intègre les tombes datées du Ha D1 ou D2 et jusqu'au Ha D3 ; 32 sépultures dont 10 inhumations et 22 indéterminées,,,,
SITE-e13d9ef206bad441,Sablière Quirin - étape 2,Schweighouse/Moder,FR,tumulus,1047152.0,6868275.0,7.730875598348222,48.82091569289564,SITE-82003e21117d0bac-PH1,Hallstatt,Ha D,-800.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT D,mobilier provenant de ramassages sans ensembles conservés,,,,
SITE-bbf103e957ad713f,Sablière Quirin - phase ind,Schweighouse/Moder,FR,tumulus,1047152.0,6868275.0,7.730875598348222,48.82091569289564,SITE-656e64f8f0ff60a0-PH1,indéterminé,,,,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT D,datation incertaine,,,,
SITE-0d61af0128c21d52,Schelmenwasen étape 2,Schweighouse/Moder,FR,tumulus,1047152.0,6868275.0,7.730875598348222,48.82091569289564,SITE-62f22f1d0f2549d6-PH1,Hallstatt,Ha D1,-620.0,-540.0,3,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau ; cag67,Ha D1 ou D2 à LT D,2 inhumations,,,,
SITE-64051c09f5d062bd,Schelmenwasen étape 3,Schweighouse/Moder,FR,tumulus,1047152.0,6868275.0,7.730875598348222,48.82091569289564,SITE-965cb4035a3cea4c-PH1,Hallstatt,Ha D2,-540.0,-500.0,3,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau ; cag67,Ha D1 ou D2 à LT D,2 inhumations,,,,
SITE-64051c09f5d062bd,Schelmenwasen étape 3,Schweighouse/Moder,FR,tumulus,1047152.0,6868275.0,7.730875598348222,48.82091569289564,SITE-f884e10433ac7543-PH1,Hallstatt,Ha D1,-620.0,-540.0,3,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau ; cag67,Ha D1 ou D2 à LT D,2 inhumations,,,,
SITE-28020ed40d5f515e,"Oberrieth, Oberbütten",Sélestat,FR,tumulus,1032389.0,6800344.0,7.477697085038652,48.218603741926806,SITE-b26bc0caeb15b781-PH1,Hallstatt,Ha C,-660.0,-620.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67, catalogue dans Dotzler 1997",Ha C-LT B1,"inhumations, torques, bracelets",,,,
SITE-28020ed40d5f515e,"Oberrieth, Oberbütten",Sélestat,FR,tumulus,1032389.0,6800344.0,7.477697085038652,48.218603741926806,SITE-3452e0922e958bc9-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67, catalogue dans Dotzler 1997",Ha C-LT B1,"inhumations, torques, bracelets",,,,
SITE-28020ed40d5f515e,"Oberrieth, Oberbütten",Sélestat,FR,tumulus,1032389.0,6800344.0,7.477697085038652,48.218603741926806,SITE-a0738cb866182e6e-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67, catalogue dans Dotzler 1997",Ha C-LT B1,"inhumations, torques, bracelets",,,,
SITE-28020ed40d5f515e,"Oberrieth, Oberbütten",Sélestat,FR,tumulus,1032389.0,6800344.0,7.477697085038652,48.218603741926806,SITE-8bee8c8d075fd650-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67, catalogue dans Dotzler 1997",Ha C-LT B1,"inhumations, torques, bracelets",,,,
SITE-1e94c13953a48800,"Eichelgarten/Lotissement Les Genêts (tranche 2), Tum 1 - étape indéterminée",Seltz,FR,tumulus,1073640.0,6878162.0,8.099569238443014,48.89484089957724,SITE-02e72970d2f1f871-PH1,indéterminé,,,,3,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;BSR 2008 ; Lasserre 2014 : 259-283,proto,3 tertres repérés lors de l'intervention de la tranche 2. Les tranches 1 (BSR 2005) et 3 (BSR 2009) n'ont livré aucunes structures archéologiques,,,,
SITE-7eaa60c79e9b50b7,"Eichelgarten/Lotissement Les Genêts (tranche 2), Tum 1 - étape 1",Seltz,FR,tumulus,1073640.0,6878162.0,8.099569238443014,48.89484089957724,SITE-e16e6dd8f327acd8-PH1,Hallstatt,Ha C,-800.0,-660.0,3,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;BSR 2008 ; Lasserre 2014 : 259-283,-,"1 inhumation centrale. (Localisation (X, Y) non précise, à chercher)",,,,
SITE-f58937d241767697,Goethehügel,Sessenheim,FR,nécropole,1066486.0,6866714.0,7.992326639006408,48.79620435545795,SITE-ab63089ebb06bca2-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67,-,"1 inhumation, oenochoé étrusque, bracelet en bague en or",,,,
SITE-c6b7ad53c008bd84,à l'embranchement desRD 138 et 737,Soufflenheim,FR,nécropole,1064356.0,6869198.0,7.965513131157328,48.81970715180003,SITE-bce06450fc5ec19d-PH1,Hallstatt,Ha D3,-500.0,-450.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag67,-,"1 inhumation, oenochoé étrusque,bol (bronze?)",,,,
SITE-6da15d7be2ff5471,Golf,Soufflenheim,FR,nécropole,1063072.0,6868035.0,7.947068685527054,48.80999260378178,SITE-ce2c5646ee170c2c-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Zehner 2000,-,,,,,
SITE-6da15d7be2ff5471,Golf,Soufflenheim,FR,nécropole,1063072.0,6868035.0,7.947068685527054,48.80999260378178,SITE-da7ef3e1ad21ef1b-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Zehner 2000,-,,,,,
SITE-d8400565cd7d25bf,bois d'Uhlwiller - étape 2,Uhlwiller,FR,tumulus,1043982.0,6869498.0,7.688766277196337,48.83359457967046,SITE-f1a738a71484223f-PH1,Hallstatt,Ha D1,-620.0,-540.0,3,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau ; ca+cag67, Millet 2008",Ha D1 ou D2 à LT B,,,,,
SITE-d8400565cd7d25bf,bois d'Uhlwiller - étape 2,Uhlwiller,FR,tumulus,1043982.0,6869498.0,7.688766277196337,48.83359457967046,SITE-55b3c8566ec2b819-PH1,Hallstatt,Ha D2,-540.0,-500.0,3,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau ; ca+cag67, Millet 2008",Ha D1 ou D2 à LT B,,,,,
SITE-92c011ba429297d6,Groupe 2 - étape 1,Weitbruch,FR,tumulus,1050408.0,6863532.0,7.771238980453148,48.77657501688238,SITE-6782d40b9f41160a-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;PCR Haguenau,Âge du Bronze à LT A,,,,,
SITE-9f8550e2e11f8538,"""Jungholz""",Westhouse,FR,nécropole,1037425.0,6821190.0,7.561594003035122,48.403260260000394,SITE-e6eee539c1b41342-PH1,indéterminé,,,,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Alix et al. 2000,,,,,,
SITE-88d765951dcae2dd,Husarenbrunne-Dachsbuckel,Andolsheim-Widensohlen,FR,tumulus,1031634.0,6782612.0,7.454088038058106,48.05968526494391,SITE-5f3e4e98154820a0-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,-,"1 inhumation, 1 bracelet à cannelures longitudinales",,,,
SITE-88d765951dcae2dd,Husarenbrunne-Dachsbuckel,Andolsheim-Widensohlen,FR,tumulus,1031634.0,6782612.0,7.454088038058106,48.05968526494391,SITE-efbe9cb6edb0def3-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,-,"1 inhumation, 1 bracelet à cannelures longitudinales",,,,
SITE-b134492e05d4f0c5,Forêt du Kastenwald,Appenwihr,FR,tumulus,1032342.0,6779481.0,7.461203491158851,48.03119528214908,SITE-2c57a264a65656a2-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Bz moyen et Ha,,,,,
SITE-b134492e05d4f0c5,Forêt du Kastenwald,Appenwihr,FR,tumulus,1032342.0,6779481.0,7.461203491158851,48.03119528214908,SITE-2795314c5889f4d1-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Bz moyen et Ha,,,,,
SITE-b134492e05d4f0c5,Forêt du Kastenwald,Appenwihr,FR,tumulus,1032342.0,6779481.0,7.461203491158851,48.03119528214908,SITE-b168fd7fdfb5d522-PH1,Hallstatt,Ha D2,-540.0,-500.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Bz moyen et Ha,"1 fibule à ressort, anneaux de jambes creux",,,,
SITE-d928737086cc3175,Sur le ban communal,Brunstatt,FR,nécropole,1023582.0,6744474.0,7.318179843948515,47.72100715516897,SITE-d56b87baf3cfcd33-PH1,Hallstatt,Ha C,-660.0,-620.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Gallia 1978, 348",-,"tombe avec 1 bracelet en lignite et une ""rouelle en bronze"". Localisation imprécise",,,,
SITE-d928737086cc3175,Sur le ban communal,Brunstatt,FR,nécropole,1023582.0,6744474.0,7.318179843948515,47.72100715516897,SITE-01d601dee9a650c0-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Gallia 1978, 348",-,"tombe avec 1 bracelet en lignite et une ""rouelle en bronze"". Localisation imprécise",,,,
SITE-8836db651a8f4bcf,Au croisement des rues Oberlin et Schlumberger,Colmar,FR,nécropole,1023757.0,6783365.0,7.349066991532382,48.07039994906179,SITE-a7392ac64d0d52e4-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C2-D1,"une paire de bracelets à 7 cannelures longitudinales, un anneau en bronze",,,,
SITE-8836db651a8f4bcf,Au croisement des rues Oberlin et Schlumberger,Colmar,FR,nécropole,1023757.0,6783365.0,7.349066991532382,48.07039994906179,SITE-22ac653c1dc11f07-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C2-D1,"une paire de bracelets à 7 cannelures longitudinales, un anneau en bronze",,,,
SITE-d6c5dbefea43226c,Colmar Nord-Cora,Colmar,FR,tumulus,1024773.0,6787500.0,7.365755262928872,48.10704822642817,SITE-db4d1ba25eda05f9-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C-D1,"chambre centrale : épingle en fer ; grand bloc de conglomérat, découvert au-dessus de la chambre ; 8 tombes secondaires ont été observées dont 6 avaient un coffrage en bois ou un cercueil. Des foyers et des charbons de bois ont été observés en relation avec les tombes (incinérations?). Le matériel recueilli se limite à dix vases, dont certains sont peints et graphités, des anneaux de bronze et des bracelets en lignite. Tombes datent du Hallstatt C et du Hallstatt D1",,,,
SITE-d6c5dbefea43226c,Colmar Nord-Cora,Colmar,FR,tumulus,1024773.0,6787500.0,7.365755262928872,48.10704822642817,SITE-74a27a3fee1ac90b-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C-D1,"chambre centrale : épingle en fer ; grand bloc de conglomérat, découvert au-dessus de la chambre ; 8 tombes secondaires ont été observées dont 6 avaient un coffrage en bois ou un cercueil. Des foyers et des charbons de bois ont été observés en relation avec les tombes (incinérations?). Le matériel recueilli se limite à dix vases, dont certains sont peints et graphités, des anneaux de bronze et des bracelets en lignite. Tombes datent du Hallstatt C et du Hallstatt D1",,,,
SITE-ae9c102d54755f27,Route de Rouffach,Colmar,FR,nécropole,1022929.0,6782373.0,7.337235544689863,48.06189632869507,SITE-e535c1613e8014a1-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C2-D1,bracelets en lignite et de petites coupes. 2 squelettes en silo (Ha D3-LTA),,,,
SITE-ae9c102d54755f27,Route de Rouffach,Colmar,FR,nécropole,1022929.0,6782373.0,7.337235544689863,48.06189632869507,SITE-988c61ecb8130152-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C2-D1,bracelets en lignite et de petites coupes. 2 squelettes en silo (Ha D3-LTA),,,,
SITE-31f6bf52ee5eee76,rue Charles Koenig,Colmar,FR,nécropole,1023391.0,6782680.0,7.343654722010142,48.06442635831465,SITE-72601e9bd6231d1a-PH1,indéterminé,,,,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,?,découverte d’une ou plusieurs tombes à inhumations datées du Hallstatt final,,,,
SITE-c5d0ea91d7e3fdc3,Rue des Aunes,Colmar,FR,nécropole,1023790.0,6782480.0,7.348855302004843,48.062431807089595,SITE-cb4e0faa2027a491-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Vergnaud et al. 2022,Ha C2-D1,"tombe ""isolée"" (?) d'un jeune individu paré d'un collier muni de perles de verre, d'ambre et d'alliage cuivreux ainsi qu'une paire de bracelet en roche noire. Le contenant en bois, exceptionnellement bien conservé (assemblage de planches de chêne reposant sur 2 traverses) a pu être daté par dendrochronologie de 629 ± 10 ans BC. Cette datation place cette sépulture à la transition entre le Ha C2 et le Ha D1.",,,,
SITE-b2aa030063c8228c,Rufacher Huben 1 - rue du 1er cuirassier,Colmar,FR,nécropole,1023756.0,6783365.0,7.349053585561339,48.07040044443775,SITE-8c2637193bbe53ae-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C2-D1,"inhumation 1 : 2 bracelets à cannelures longitudinales ; inhumation 2 : 2 bracelets à décor géométrique ; inhumation 3 : 2 bracelets à décor géométrique. Un bracelet en lignite, hors contexte. Contigu au site ""clinique Diaconat""",,,,
SITE-b2aa030063c8228c,Rufacher Huben 1 - rue du 1er cuirassier,Colmar,FR,nécropole,1023756.0,6783365.0,7.349053585561339,48.07040044443775,SITE-cf0c7da00be9dd41-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,Ha C2-D1,"inhumation 1 : 2 bracelets à cannelures longitudinales ; inhumation 2 : 2 bracelets à décor géométrique ; inhumation 3 : 2 bracelets à décor géométrique. Un bracelet en lignite, hors contexte. Contigu au site ""clinique Diaconat""",,,,
SITE-fc389572d3b0eadd,"Herten Grassmatt, phase 1",Colmar - Riedwihr,FR,tumulus,1031739.0,6792890.0,7.463289637912682,48.15197101515119,SITE-d666f6c4d769e002-PH1,Hallstatt,Ha C,-660.0,-620.0,3,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Bonnet, Lambach, Plouin 1991; 2004","Campa/Bz ancien, Bz moyen, Bronze final, HaC2-D2 et LTA","2 boucles d’oreilles, 1 fibule à navicelle à arc gravé, 2 rasoirs en fer, 4 pointes de flèches en fer, 1 bracelet fermé en bronze, des bracelets en lignite, 1 poignard à antennes évoluées (type variante Estavayer) dans son fourreau rasoir en fer, 2 bracelets à décor géométrique, 1 agrafe de ceinture",,,,
SITE-fc389572d3b0eadd,"Herten Grassmatt, phase 1",Colmar - Riedwihr,FR,tumulus,1031739.0,6792890.0,7.463289637912682,48.15197101515119,SITE-b28e255e944f1051-PH1,Hallstatt,Ha D1,-620.0,-540.0,3,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;Bonnet, Lambach, Plouin 1991; 2004","Campa/Bz ancien, Bz moyen, Bronze final, HaC2-D2 et LTA","2 boucles d’oreilles, 1 fibule à navicelle à arc gravé, 2 rasoirs en fer, 4 pointes de flèches en fer, 1 bracelet fermé en bronze, des bracelets en lignite, 1 poignard à antennes évoluées (type variante Estavayer) dans son fourreau rasoir en fer, 2 bracelets à décor géométrique, 1 agrafe de ceinture",,,,
SITE-0838f1f0809e8147,à l'ouest de l'Altstrasse,Eguisheim,FR,nécropole,1021285.0,6779338.0,7.31297485096624,48.035435775013035,SITE-f27ca499703e2861-PH1,Hallstatt,Ha C,-660.0,-620.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,-,bracelets en lignite,,,,
SITE-0838f1f0809e8147,à l'ouest de l'Altstrasse,Eguisheim,FR,nécropole,1021285.0,6779338.0,7.31297485096624,48.035435775013035,SITE-86f2396cf65a867f-PH1,Hallstatt,Ha D1,-620.0,-540.0,2,data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68,-,bracelets en lignite,,,,
SITE-52026dffa1b6782d,Kiespfad,Eguisheim,FR,nécropole,1021196.0,6779690.0,7.312040262628304,48.038642382328526,SITE-727cce6f873482c3-PH1,Hallstatt,Ha C,-660.0,-620.0,3,"data/input/20250324_necropoles_BFIIIb-HaD3_Als-Lor (1).xlsx;cag68, K. Gutmann 1902a, p.42-45, fig. g-k, 67-79 ; 1929, p. 9",-,,,,,
