site_id,nom_site,commune,departement,pays,type_site,longitude,latitude,x_l93,y_l93,periode,sous_periode,datation_debut,datation_fin,confiance,source,description,bibliographie
CAG68_eguisheim_e800950b,"(050 AH) Dans la rue de Pairis, en 02.1995, P. Brunel J. Koch mentionnent la découverte de tombes en dalles : Informa",Eguisheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(050 AH) Dans la rue de Pairis, en 02.1995, P. Brunel  J.  Koch  mentionnent
la découverte de tombes en dalles : Information S.R.A. Alsace, Strasbourg.",
CAG68_eguisheim_31299889,Bühl,Eguisheim,68,FR,NECROPOLE,,,,,MEROVINGIEN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"34*  (013  AH)  -  Les  premières  découvertes  mérovingiennes  sur  le  ban
d’Eguisheim datent de 1850. K. Gutmann relate la découverte  d’un  cimetière
alaman au lieu-dit Bühl, Restaurant Ley : K. Gutmann, 1902a, p. 82,  pl.  1,
point 44 ; 1929, p. 12.",
CAG68_eguisheim_4064c782,Oberbühlweg-Rebstück,Eguisheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"35* (003 AH) - Au lieu-dit Oberbühlweg-Rebstück, on fit  la  découverte,  en
1890, d’une tombe en dalles  sans  couvercle  à  1,70 m  de  profondeur.  Le
sarcophage contenait un squelette allongé sur le dos, les bras  le  long  du
corps avec, à ses pieds, la réduction d’un autre  squelette.  K.  Gutmann  a
également constaté la présence  de   (restes  de  bois  décomposé ?)  et  de
quelques tessons de céramique dans le remplissage de la tombe : K.  Gutmann,
1902a, p. 82, pl. 1, point 45 ; 1929, p. 12.",
CAG68_eguisheim_3b632e94,Pflenzer,Eguisheim,68,FR,,,,,,MEROVINGIEN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"36* (041 AH) - Au lieu-dit Pflenzer, K. Gutmann  relate  la  découverte,  en
1895, d’un  autre  squelette  sans  mobilier  funéraire  qui,  d’après  lui,
pourrait être mérovingien : K. Gutmann, 1902a,  p. 82,  pl.  1,  point  46 ;
1929, p. 12.",
CAG68_eguisheim_2be511e6,Kritzel-Bannstein : K,Eguisheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"37* (014 AH) - Trois autres sépultures sans mobilier ont été découvertes  au
lieu-dit Kritzel-Bannstein : K. Gutmann, 1902a, p. 83,  pl.  1,  point  47 ;
1929, p. 12.",
CAG68_eguisheim_61fabcbb,Groth,Eguisheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"38* (040 AH) - Au lieu-dit Groth, en 1840, K. Gutmann signale la  trouvaille
d’un scramasaxe. Lors de travaux d’assainissement, en 1893, une  dizaine  de
tombes ont ensuite été mises au  jour.  Trois  types  d’inhumation  ont  été
observés.  Tout  d’abord  4  sépultures,  découvertes   à   1,40-1,60 m   de
profondeur : Les défunts étaient  déposés  sur  un  lit  de  .  Ils  étaient
allongés sur le dos, les bras le long du corps, la  tête  à  l’est  (pl.  1,
points 48, 49, 50). K. Gutmann mentionne ensuite la présence  de  sépultures
en sarcophages. Un  réalisé à l’aide d’une plaque de grès rouge se  trouvait
dans l’une des tombes. Aucune d’elles n’a livré de mobilier funéraire.  Dans
le remplissage des sarcophages, plusieurs tessons d’une urne  décorée  à  la
molette  ont  été  découverts.  Enfin,  K.  Gutmann  relate   également   la
trouvaille de 3 sépultures en pleine terre : K.  Gutmann,  1902a,  p. 83-84,
pl. 1, points 48-52 ; 1929, p. 12.",
CAG68_eguisheim_80caf04b,Obertor,Eguisheim,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"39* (040 AH) - Au lieu-dit Obertor, plusieurs autres tombes isolées ont  été
découvertes sans aucun mobilier funéraire. Dans  la  tombe  signalée  pl. 1,
point 53, le squelette était accompagné d’une tête de cheval :  K.  Gutmann,
1902a, p. 84-85, pl. 1, points 53-58 ; 1929, p. 12.",
CAG68_eguisheim_0b0e2f53,Bühl,Eguisheim,68,FR,NECROPOLE,,,,,HALLSTATT,,-800,-450,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"40* (003 AH) - Au  lieu-dit  Bühl,  en  1924,  R.  Forrer  a  découvert  une
nécropole  du  haut  Moyen  Age,  au   même   endroit   que   la   nécropole
hallstattienne. Il a fouillé une sépulture double  qui  n’était  accompagnée
d’aucun mobilier funéraire. Les deux défunts reposaient la tête à  l’est  et
étaient allongés  dans  un  même  grand  sarcophage.  Les  deux  inhumations
étaient  séparées  par  une  paroi  de  pierre.  D’autres  squelettes,  sans
mobilier, ont été découverts dans  la  partie  sud-ouest  de  la  glaisière,
probablement 7 ou 8 individus : R. Forrer, 1927a, p. 38 ; 1934b, carte.","41* Dans la commune, on  mentionne  la  découverte  fortuite  de  tombes  en
dalles dans les années 1970 : Gallia, 1976, p. 389-390, note 17."
CAG68_eguisheim_9d853695,"42* (028 AH) - Au sud-est de l’agglomération, entre la RN 83 et la ligne de chemin de fer, en 1989, R. Goguey a découve",Eguisheim,68,FR,VOIE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"42* (028 AH) - Au sud-est de l’agglomération, entre la RN 83 et la ligne  de
chemin de fer, en 1989, R. Goguey a découvert un  enclos  quadrangulaire  de
période  indéterminée.  Peut-être  s’agit-il  d’une  construction  militaire
figurée sur une gravure de Mérian en 1673 : Prospection aérienne R.  Goguey.
Information S.R.A. Strasbourg.",
CAG68_eguisheim_27591532,Sauweid,Eguisheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"43* (022  AH)  -  Au  lieu-dit  Sauweid,  légèrement  plus  à  l’est  de  la
découverte précédente, en 1986, MM. Gutzwiller et  Nieder  et  Mme  Lasserre
ont constaté la présence de  réseaux  de  fossés  orthogonaux :  Prospection
aérienne Gutzwiller, Nieder et M. Lasserre. Information S.R.A., Strasbourg.",
CAG68_elbach_399070c0,Haulen,Elbach,68,FR,OPPIDUM,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(002 AH) - Au lieu-dit Haulen, dans  la  forêt  d’Elbach,  on  mentionne  la
présence d’un  placé sur une colline appelée Schlossberg.  nombreux  tumulus
qui se trouvent aux alentours de la colline  ne  permettent  pas  de  douter
qu’il ne  s’agisse  ici  d’un  monument  de  l’époque  celtique »  (note  du
géomètre Amman,  Bibliothèque  municipale  de  Colmar,  rapportée  par  F.X.
Kraus). Cette enceinte n’est toujours pas  datée  à  ce  jour.  Les  tumulus
n’ont pas été repéré depuis : F.X. Kraus, 1884, p. 75 ;  - F.  Wolff,  1903,
p. 139, n° 33 ; - A.W. Naue, 1905, p. 522,  n° 3 ;  - L.-G.  Werner,  1922b,
p. 20.",
CAG68_elbach_4ac93a34,Rotemer,Elbach,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Au  lieu-dit  Rotemer,  en  1993,  P.  Augé  a  photographié  une
structure quadrangulaire de type  :  Prospection  aérienne  P.  Augé,  1993.
Information Carte Archéologique, S.R.A., Strasbourg.",
CAG68_ensisheim_54f25412,Allmend,Ensisheim,68,FR,TUMULUS,,,,,HALLSTATT_LA_TENE,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"4* (004, 013 AH) - Aux lieux-dits Allmend, Hubelwaeldele  et  Westerfeld  se
trouve l’une des plus  célèbres  nécropoles  tumulaires  de  la  région.  On
comptabilise actuellement 21 tumulus. Les premières fouilles datent de  1858
et ont été entreprises pas M. de Ring. La nécropole est composée  de  quatre
groupes tumulaires distincts :
Au sud, il y a tout d’abord le groupe du Hubelwaeldele qui  en  comptabilise
3.
En remontant vers le nord,  nous  avons  le  groupe  du  Westerfeld  qui  en
comptabilise 5.
Au nord-ouest de ces deux groupes, deux  autres,  le  premier  de  5  et  le
second de 7 tertres, sont établis dans la forêt de l’Allmend.
Enfin, complètement isolé et très loin des 20 autres  tumulus,  à  l’extrême
nord-ouest de la forêt de l’Allmend se trouve le  tumulus  21 :  le  tumulus
princier.
En 1858, M. de Ring a fouillé 7 tumulus (n° 2, 9, 16, 17,  18,  19  et  20).
Les tumulus 12  et  21  sont  des  découvertes  anciennes,  tandis  que  les
fouilles du tumulus n° 4 sont récentes.
Bibliographie générale : Ph. de  Golbéry,  1831,  p. 11 ;  - A.  Coste,  Les
tumuli d’Ensisheim, de Pulversheim et de Wittenheim  (P.V.  du  04.05.1857),
dans B.S.C.M.H.A. I, 2, 1857-1858, p. 58 ; - M. de Ring, 1857-1858 ;  Tumuli
de la forêt communale d’Ensisheim et du Hubelwaeldele (P.V. du  03.05.1858),
dans B.S.C.M.H.A., I, 2, 1857-1858, p. 309 ; - Ch. Knoll,  1858b ;  - M.  de
Ring, 1859 (plan) ; - G. Stoffel, 1878 ; - F.-Ch. Faudel, G. Bleicher, 1883-
1885, p. 77-79, pl. 14 ; - F. Wolff,  1903,  p. 167,  n° 11 ;  - A.W.  Naue,
1905, p. 436-441 ; - R. Henning, 1912, p. 11, pl. X, fig. 2 ; - B.  Normand,
1981, p. 345-347 ;  - B.  Schnitzler,  1982,  p. 45 ;  - S.  Plouin,  1986 ;
1988 ; 1996b.

5* Les tumulus n’ont jamais été fouillés dans  leur  totalité.  M.  de  Ring
procédait à des tranchées de sondages de 4 m  de  large  qui  scindaient  le
tumulus en deux. Il  agrandissait  ensuite  la  tranchée,  en  fonction  des
découvertes repérées en coupe.
Le mobilier archéologique est  visible  au  Musée  d’Unterlinden  à  Colmar.
Quelques objets de parure ont été déposés au Musée de Saint Germain en  Laye
(M.A.N. n° 6551-6558).  La  liste  de  ces  derniers  est  consultable  dans
l’article de B. Schnitzler, 1982, p. 45.
Aucun travail de synthèse n’a été mené sur cette nécropole.  Il  ne  nous  a
pas été possible de consulter les différents objets dans les  musées,  c’est
pourquoi il nous est difficile de livrer des datations  précises  pour  tout
ce mobilier.

6* Le tumulus n° 1 n’a pas été fouillé : M. de Ring, 1859, pl. I.

7* Le tumulus n° 2 (diam. : 26 m ; haut. : 4 m). Ce tertre  fait  partie  du
groupe de 3 tumulus situé sur le lieu-dit Hubelwaeldele.  Il  était  composé
de deux séries d’inhumations, l’une à 2,50 m de profondeur, l’autre à  30 cm
du sommet. 7 sépultures ont été mises au jour. La  première  tombe  fouillée
était une inhumation orientée est-ouest ; elle était  associée  à  2  grands
vases placés de part et d’autre du défunt. Au même niveau ont été  fouillées
3 autres tombes qui ne contenaient  que  quelques  rares  ossements  et  des
débris de poteries, dont une urne cinéraire  (?) (pl. II, n° 3). Toutes  les
céramiques sont de même type : des écuelles  très  ouvertes  emboîtées  dans
des urnes. L’une de ces inhumations était accompagnée d’une petite urne  qui
devait contenir les ossements d’un petit animal.  Une  cinquième  inhumation
présentait une urne dans laquelle se trouvait un  bracelet  de  bronze  (pl.
II., n° 5). La sixième tombe contenait une incinération déposée  à  même  le
sol. Une écuelle était posée sur le dessus,  renversée  sur  elle-même  (pl.
IV, n° 21). Enfin, une dernière  inhumation  a  été  découverte  dans  cette
tranchée. Elle contenait un vase en terre  rouge  et  pâte  fine  décoré  de
triangles sur le bord (pl. III, n° 7).
Dans le même tumulus, mais dans une seconde tranchée, une  autre  inhumation
a été découverte enterrée  (vestiges  probables  du  cercueil).  Elle  était
accompagnée de débris d’un coffret  en  bois  de  chêne  identique  à  celui
découvert dans le tumulus n° 17 ; il contenait cette fois une fibule en  fer
garnie de deux grains de pâte  de  verre  blanc-verdâtre,  les  restes  d’un
bracelet dont le corps  traversait  un  grain  d’ambre  rouge,  souligné  de
chaque côté par 2 petites perles en jais. Sur le  couvercle  du  coffret  se
remarquaient quelques particules de bronze.  Les  débris  d’une  écuelle  et
d’un second vase (pl. II., 2) ont été observés  à  côté  du  corps :  M.  de
Ring, 1857-1858, p. 252-256, pl. II, n° 2, 3, 5,  pl.  III,  n° 7,  pl.  IV,
n° 21.

8* Le tumulus n° 3 n’a pas été fouillé : M. de Ring, 1859, pl. I.

9* Le tumulus n° 4 a été fouillé en 1974 par M.  Gerhart  et  Chr.  Voegtlin
(diam. : 36 m ; haut. : 0,80 m lors  des  observations  de  M.  de  Ring  en
1858).  2  tombes  avaient  été  perturbées  par  les  labours.   Elles   se
manifestaient par des traces de bois calciné et une rubéfaction du  sol.  La
première tombe contenait une urne globulaire  à  pied,  décorée  d’incisions
sur la partie supérieure de la panse avec, en  alternance,  de  la  peinture
rouge et du graphite. Cette  sépulture  date  du  Hallstatt  D.  La  seconde
tombe, plus riche que la précédente,  correspond  probablement  à  la  tombe
centrale. Elle a livré des fragments de 4 urnes non  décorées  et  2  petits
pots. L’un était décoré d’incisions de chevrons  sur  le  col  et  l’épaule,
l’autre présentait un décor en forme de grecque, également incisé. 1 plat  à
bord cannelé, 2 plats incisés de chevrons  incrustés  de  pâte  blanche  au-
dessus du bord, 1 plat non décoré, 3 écuelles dont l’une à  bord  décoré,  2
jattes non décorées, des fragments de plaques de ceintures et  des  fils  de
bronze torsadés, probablement  des  ressorts  de  fibules,  complétaient  le
mobilier funéraire. La sépulture peut être datée du  Hallstatt C.  Musée  de
la Régence, Ensisheim : M. Gerhart,  Chr.  Voegtlin,  1975-1976 ;  - Gallia,
1976, p. 381-382 ; - Fr. Pétry, 1979a, p. 11.

10* Les tumulus n° 5 à n° 8 n’ont pas  été  fouillés :  M.  de  Ring,  1859,
pl. I.

11* Le tumulus n° 9 (diam. : 35 m ; haut. : 3 m) a livré un  vase  cinéraire
et des  fragments  d’innombrables  autres  urnes  en  pâte  rouge  grossière
appartenant probablement à une  tombe  plus  ancienne.  Datation  proposée :
Hallstatt : M. de Ring, 1857-1858, p. 237-238, pl. II, n° 1.

12* Les tumulus n° 10 et n° 11 n’ont pas été fouillés : M.  de  Ring,  1859,
pl. I.

13* Le tumulus n° 12 a été ouvert  par  le  lieutenant  Hasenstab.  Il  y  a
découvert une paire de  bracelets  ouverts,  ovales,  côtelés,  terminés  en
petits boutons datés de La Tène ancienne et un vase en terre noire  de  pâte
fine,  pansu  et  à  large  ouverture,  renfermant  des  ossements   humains
calcinés. Musée d’Unterlinden, Colmar : F.-Ch. Faudel,  G.  Bleicher,  1883-
1885, p. 77-79, pl. 14.

14* Les tumulus n° 13 à n° 15 n’ont pas été fouillés :  M.  de  Ring,  1859,
pl. I.

15* Dans le tumulus n° 16 (diam. : 29 m ; haut. : 3 m : M.  de  Ring,  1857-
1858, pl. I, n° I), à 60 cm de profondeur,  de  Ring  découvrit  une  grande
écuelle très évasée et plusieurs  fragments  d’une  céramique  à  pâte  très
fine, peinte en rouge, avec un décor à triangles réguliers,  les  uns  unis,
les autres ornés de  (pl. III,  n° 13).  Aucun  vestige  d’ossements  ou  de
cendres n’a été repéré. Une seconde  tombe (?),  dépourvue  d’ossements,  se
manifestait par des débris d’un vase ornementé. A 1,90 m de  profondeur,  De
Ring a découvert une incinération reposant à même le sol  (probablement  les
restes du bûcher funéraire), dont le mobilier funéraire était composé  d’une
petite tasse et d’un pied d’une petite urne (pl. IV,  n° 19  et  23),  ainsi
que d’un  (?). Un vase  de  forme  arrondie  était  déposé  dans  la  partie
inférieure de la tombe (pl. IV,  n° 14)  et  contenait  les  débris  de  son
couvercle. La quatrième sépulture était une inhumation  orientée  est-ouest,
dont il ne restait que de faibles traces du squelette.  Le  mort  avait  été
paré d’une fibule tombée en poussière et d’un  torque  en  bronze  également
très abîmé. Au pied du squelette gisait un vase à large bord : M.  de  Ring,
1857-1858, p. 238-240, pl. I, n° 1, pl. III, n° 13, pl. IV, n° 14, 19, 23.

16* Le tumulus n° 17 (diam. : 14 m ; haut. : 2 m). Deux petites  pierres  de
grès signalaient le sommet du tertre. La première tombe se trouvait à  50 cm
de profondeur. Il s’agit d’une inhumation dont  il  ne  reste  que  quelques
ossements. Le défunt était paré d’un torque orné d’un anneau (pl. VI,  n° 1;
pl. I, A7). Une grande écuelle se trouvait à  côté  de  sa  tête.  Un  vase,
contenant des restes d’ossements calcinés, avait été enfoui à la  droite  du
défunt. A 2,50 m de cette sépulture, à la même hauteur,  De  Ring  découvrit
le  squelette  d’un  jeune  enfant  enterré,  d’après  lui,   (vestiges   du
cercueil).  Aucun  mobilier  funéraire  ne  fut  découvert.  A   1,50 m   de
profondeur apparut une , probablement une incinération. A côté  de  celle-ci
était déposée une urne  (pl.  IV,  n° 18),  renfermant  des  cendres  et  un
fragment d’anneau en bronze (pl. IV, n° 20).  Une  petite  écuelle,  décorée
d’une série d’incisions sur sa surface intérieure, lui servait de  couvercle
(pl. IV, n° 24). Une inhumation associée à de la cendre a été découverte  un
peu plus loin : d’après M. de Ring, le corps a été enterré   (cercueil).  Le
mobilier funéraire était composé  de   (?)  recelant  2  gros  bracelets  en
lignite (pl. V). Aux pieds du mort, gisaient 2 vases (pl.  III,  n° 12).  Le
décor de l’un d’eux était composé de  lignes  entrecoupées,  qui  présentent
des carrés dont les angles  intermédiaires  sont  eux-mêmes  alternativement
ornés de stries et  de  petits  ronds  estampés.  Un  couvercle,  brisé,  se
trouvait à l’intérieur. Près de la tête  du  défunt,  sur  le  côté  gauche,
était déposée une grande écuelle noire (pl. III, n° 9) .  Au-dessus  de  son
crâne, 3 urnes et 1 écuelle formaient un demi-cercle. L’une des urnes  était
un vase cinéraire  rempli  d’ossements  calcinés.  Les  deux  autres  urnes,
recouvertes d’une écuelle, étaient identiques (pl. IV,  n° 15).  Dans  l’une
d’elles ont été déposés 2 anneaux en bronze reposant sur des cendres et  des
ossements d’humains non calcinés, mêlés, selon De Ring, à des  ossements  de
chevaux et de chien. Entre ces deux dernières urnes se trouvait une  écuelle
en pâte grossière de couleur rouge (pl. IV, n° 17). 2  autres  bracelets  en
lignite ont été  découverts  non  loin  de  cette  inhumation.  M.  de  Ring
recueillit également une écuelle isolée et quelques ossements sans  mobilier
associé : M. de Ring, 1857-1858, p. 240-248, pl. I, n° A7,  pl.  III,  n° 9,
12, pl. IV, n° 15, 17, 18, 20, 24, pl. V, pl. VI, n° 1.

17* Le tumulus n° 18 (diam. : 11 m ;  haut. :  1 m ;  pl.  I,  B).  Dans  la
première couche de la  partie  centrale  du  tumulus,  M.  de  Ring  fit  la
découverte de 4 urnes. Dans la couche inférieure, il  découvrit  une  petite
tasse en terre grise munie d’une anse (pl. IV, n° 22) déposée à  côté  d’une
petite cruche lustrée noire (pl.  III,  n° 8).  Il  s’agit  là,  d’après  le
fouilleur, d’une inhumation dont les ossements  auraient  disparu.  D’autres
sépultures ont été trouvées, dont une avec  une  urne  en   associée  à  des
ossements calcinés (pl. III, n° 11).  Une  inhumation  a  livré  les  débris
d’une fibule et un anneau en bronze.  Une  sixième  inhumation  était  celle
d’un enfant paré d’un bracelet en bronze  (pl.  VI,  n° 5).  Et  enfin,  une
septième inhumation a été fouillée ; une grande  écuelle  évasée  avait  été
placée au pied du squelette : M. de Ring, 1857-1858, p. 248-250, pl.  I,  B,
pl. III, n° 8, 11, pl. IV, n° 22, pl. VI, n° 5.

18*  Le  tumulus  n° 19  (diam. :  20 m ;  haut. :  1,98 m).  A   60 cm   de
profondeur, une première inhumation est apparue ; le mort était  paré  de  2
anneaux en bronze (pl. VI, n° 4). La seconde inhumation a été découverte  au
même niveau. Un fragment d’anneau avec un décor strié formant une  série  de
quatre lignes concentriques gravées à intervalles réguliers (pl.  VI,  n° 6)
et 2 grands anneaux de  bronze  (pl.  VI,  n° 2)  ont  été  recueillis.  Une
troisième inhumation a été trouvée à 50 cm sous la seconde. Le défunt  était
paré de 2  anneaux  en  bronze  munis  de  deux  boutons  qui  servaient  de
charnière aussi  bien  que  d’élément  décoratif.  Il  est  probable  qu’ils
étaient sertis de perles en pâte de verre ou en corail (pl.  VI,  n° 3).  Un
autre petit anneau de bronze  a  également  été  recueilli.  Une  inhumation
orientée est-ouest était associée à un vase (pl. II,  n° 4)  et  une  petite
fibule.  Le  cinquième  squelette  n’était   accompagné   d’aucun   mobilier
funéraire : M. de Ring, 1857-1858, p. 250-251, pl. II, n° 4, pl. VI, n° 2-3-
4, 6.","19* Le tumulus n° 20 (diam. : 25 m ; haut. : 1,80 m). M.  de  Ring  n’a  pas
poussé  loin  ses  investigations.  Il  n’y  découvrit  qu’une  petite  urne
déterrée sur le sommet du tertre : M. de Ring,  1857-1858,  p. 251-252,  pl.
III, n° 10."
CAG68_ensisheim_65c66151,"20* (013 AH) - Le tumulus n° 21 (diam. : 48 m ; haut. : 3,18 m). Ce tumulus se démarque par sa taille impressionnante",Ensisheim,68,FR,TUMULUS,,,,,HALLSTATT,Ha D1,-620,-540,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"20* (013 AH) - Le tumulus n° 21 (diam. : 48 m ; haut. : 3,18 m). Ce  tumulus
se démarque par sa taille impressionnante  et  sa  position  marginale  dans
l’ensemble de cette nécropole tumulaire. En effet,  il  apparaît  totalement
isolé du reste de la nécropole, à l’extrémité  nord-ouest  de  la  forêt  de
l’Allmend. Le tertre a été partiellement fouillé, en 1873, par un  forestier
nommé Böhnert, sur ordre du Baron von der Heydt, président  du  district  de
la  Haute-Alsace.  Après  la  ,  les  objets  ont  été  déposés   au   Musée
d’Unterlinden de Colmar. Nous n’avons aucune description de  la  découverte.
Elle n’a été mentionnée que brièvement par G. Stoffel en 1878 dans  la  R.A.
Ce dernier donne une simple liste de matériel. Les découvertes  se  résument
à 1 pointe de lance en fer, 1 torque et 1  bracelet  en  or  (fig. 71),  des
anneaux de bronze plaqués d’or, 1 petit annelet en or,  des  bandelettes  en
fine tôle d’or (fig. 72), ainsi qu’une plaque carrée en bronze  sertie  d’un
cabochon en ambre qui pourrait appartenir  à  une  fibule (?).  L’étude  des
objets a été reprise en 1986 et 1988 par S. Plouin. L’ensemble est  daté  de
la fin de la période hallstattienne, vers 480 av. J.-C. Le torque en or  est
la parure la plus prestigieuse de l’âge du Fer et symbolise  le  pouvoir  du
Prince. Il appartient à un type bien  connu  (une  quinzaine  d’exemplaires)
dans  le  domaine  hallstattien  occidental  avec  une  concentration   plus
importante dans la vallée du Neckar  moyen.  Il  apparaît  dans  des  tombes
princières accompagné d’éléments de char et de vaisselle de bronze  importée
du monde méditerranéen (Hochdorf ou Kappel). L’objet le  plus  singulier  et
le plus remarquable est sans conteste le bracelet. Les  éléments  décoratifs
observés sur la pièce sont nettement influencés par  l’Etrurie.  Il  est  le
témoin  de  relations  étroites   des   princes   celtes   avec   le   monde
méditerranéen. L’ensemble de la parure, la qualité stylistique  du  bracelet
et son poids (le plus lourd du monde hallstattien),  les  fines  bandelettes
en or et le torque tendent à prouver qu’il s’agit là d’une des  plus  riches
tombes princières de l’Europe médiane. Musée d’Unterlinden, Colmar (Ae  665,
666) : G. Stoffel, 1878 ; - F.-Ch. Faudel, G.  Bleicher,  1883-1885,  p. 77-
79, pl. 14 ; - A.W. Naue, 1905, p. 436-441 ;  - B.  Normand,  1981,  p. 345-
347 ; - S. Plouin, 1986 ; - Chr. Eluère, 1987, p. 104 ; - S. Plouin,  1988 ;
1996b.

21* Le Lieutenant Bühle a ouvert un des tumulus d’Ensisheim  sans  que  nous
sachions lequel. Il a recueilli 1 urne noire à pâte fine, 1  vase  grossier,
1 écuelle à fond plat, 1 paire de bracelets ouverts, à côtes  longitudinales
saillantes, terminés en gros  boutons,  datés  du  Hallstatt  D1,  3  petits
anneaux dont 2 sont ouverts (boucles d’oreille ?) et 1  douille  de  fer  de
lance. Musée d’Unterlinden, Colmar,  n° inv.  Ae  108 :  F.-Ch.  Faudel,  G.
Bleicher, 1883-1885, p. 77-79, pl.  14 ;  - A.W.  Naue,  1905,  p. 441-442 ;
- S. Plouin, M.-P. Koenig, 1990, p. 25.","22* L’inventaire du Musée d’Unterlinden signale  2  bracelets  à  cannelures
longitudinales  qui  proviendraient  également  d’Allmend.  Un  seul  a  été
retrouvé ; le second a  été  dessiné  dans  le  cahier  d’inventaire.  Musée
d’Unterlinden, Colmar, n° inv. Ae  110 :  S.  Plouin,  M.-P.  Koenig,  1990,
p. 25, fig. 7, n° 10."
CAG68_ensisheim_75fbb216,Ratfeld am Kanal,Ensisheim,68,FR,HABITAT,,,,,HALLSTATT,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"23* (006 AP) - Au lieu-dit Ratfeld am Kanal, en 1982, G. Matthieu a  fouillé
une structure en creux longue de 19 m,  orientée  ouest-est,  large  de  4 m
pour une profondeur maximale de 0,50 m. Le sol de cette  cavité  était  damé
de galets, recouvert d’une chape  de  terre  battue.  Le  remplissage  était
composé de nombreux fragments de  pisé  et  de  terre  noire  remblayée  qui
contenait des charbons de bois,  des  restes  osseux  et  quelques  éléments
métalliques dont une pince à  épiler  en  fer.  L’ensemble  céramique  était
composé de jattes et de coupelles à pâte lisse graphitée et de 4  fusaïoles.
Il s’agissait  peut-être  d’un  aménagement  de  sol  d’habitat  sans  trace
saisissable de bâti. L’ensemble du matériel date du  Hallstatt C.  Musée  de
la Régence, Ensisheim : Gallia, 1984, p. 266.

24* Les découvertes isolées de  céramiques  datées  de  la  période  Bronze-
Hallstatt signalées par G. Mathieu correspondent  à  de  probables  vestiges
d’habitat :",
CAG68_ensisheim_f28e9f83,Ruschfeld,Ensisheim,68,FR,,,,,,HALLSTATT,,-800,-450,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(006  AH)  -  Au  lieu-dit  Ruschfeld,  en  1987,  G.  Matthieu  signale  la
découverte  de  tessons  datés  de  l’époque  du  Bronze   final-Hallstatt :
Prospection au sol G. Matthieu. Information C.A.H.R.",
CAG68_ensisheim_d51fb2de,Ratfeld,Ensisheim,68,FR,,,,,,HALLSTATT,,-800,-450,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"25* (007 AH)  -  Au  lieu-dit  Ratfeld,  à  l’est  de  la  RN422,  en  1987,
découverte de  tessons  datés  de  la  transition  Bronze  final-Hallstatt :
Prospection au sol G. Matthieu. Information C.A.H.R.",
CAG68_ensisheim_f3469a69,"26* (008 AH) - Entre l’Ill et Belle-Île, en 1988, découverte de tessons datés de l’époque du Bronze final-Hall",Ensisheim,68,FR,,,,,,HALLSTATT,,-800,-450,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"26* (008 AH) - Entre l’Ill et Belle-Île,  en  1988,  découverte  de  tessons
datés  de  l’époque  du  Bronze  final-Hallstatt :  Prospection  au  sol  G.
Matthieu. Information C.A.H.R.",
